"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","3018","verify_login_page","ACME Test Suite","2025-10-08","passed","2025-10-08","testCases.TC001_LoginPageTest","Master Tests","testCases.TC001_LoginPageTest","verify_login_page"
